"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","593","test_active[/api/jobs/my/all_activity-case5]","tests","2025-12-23","passed","2025-12-23","","test_05_active","",""
"","408","test_share[/payment/channels/get_rate-case2]","tests","2025-12-23","passed","2025-12-23","","test_09_payment","",""
"","402","test_games[/game/launch/lottery/luzhu_dragons-case3]","tests","2025-12-23","passed","2025-12-23","","test_08_games","",""
"","696","test_share[/api/universal_agent/friends/data_statistics-case4]","tests","2025-12-23","passed","2025-12-23","","test_07_share","",""
"","909","test_games[/api/cache/get_game_lists-case2]","tests","2025-12-23","passed","2025-12-23","","test_08_games","",""
"","788","test_user_security[/api/users/up_password-case0]","tests","2025-12-23","passed","2025-12-23","","test_03_user_security","",""
"","463","test_register","tests","2025-12-23","passed","2025-12-23","","test_01_register","",""
"","416","test_user[/api/users/i/gender-case5]","tests","2025-12-23","passed","2025-12-23","","test_02_user","",""
"","430","test_active[/api/jobs/my-case4]","tests","2025-12-23","passed","2025-12-23","","test_05_active","",""
"","403","test_wash_the[/api/wash_the/list-case1]","tests","2025-12-23","passed","2025-12-23","","test_04_wash_the","",""
"","423","test_wash_the[/api/wash_the/statistics-case2]","tests","2025-12-23","passed","2025-12-23","","test_04_wash_the","",""
"","429","test_user[/api/users/i/birthday-case6]","tests","2025-12-23","passed","2025-12-23","","test_02_user","",""
"","413","test_share[/api/universal_agent/friends-case3]","tests","2025-12-23","passed","2025-12-23","","test_07_share","",""
"","1259","test_games[/game/games/l_cl-case5]","tests","2025-12-23","passed","2025-12-23","","test_08_games","",""
"","409","test_finance_center[/payment/recharges-case0]","tests","2025-12-23","passed","2025-12-23","","test_06_finance_center","",""
"","489","test_finance_center[/api/jobs/my-case3]","tests","2025-12-23","passed","2025-12-23","","test_06_finance_center","",""
"","477","test_user_security[/api/users/set_wp_pass-case7]","tests","2025-12-23","passed","2025-12-23","","test_03_user_security","",""
"","435","test_finance_center[/api/game_transfers-case2]","tests","2025-12-23","passed","2025-12-23","","test_06_finance_center","",""
"","611","test_games[/api/games/bookmark_game_list-case1]","tests","2025-12-23","passed","2025-12-23","","test_08_games","",""
"","416","test_user_security[/api/cards/add_ewallet-case4]","tests","2025-12-23","passed","2025-12-23","","test_03_user_security","",""
"","444","test_user[/api/message/self_questions-case8]","tests","2025-12-23","passed","2025-12-23","","test_02_user","",""
"","438","test_user_security[/api/users/i/bind_email-case2]","tests","2025-12-23","passed","2025-12-23","","test_03_user_security","",""
"","396","test_wash_the[/api/wash_the/today_wash_the-case0]","tests","2025-12-23","failed","2025-12-23","","test_04_wash_the","",""
"","476","test_games[/game/games/transfer/out_custom-case7]","tests","2025-12-23","passed","2025-12-23","","test_08_games","",""
"","460","test_finance_center[/payment/withdrawals-case1]","tests","2025-12-23","passed","2025-12-23","","test_06_finance_center","",""
"","426","test_user[/api/user_addresses-case3]","tests","2025-12-23","passed","2025-12-23","","test_02_user","",""
"","414","test_user[/api/users/i/info-case0]","tests","2025-12-23","passed","2025-12-23","","test_02_user","",""
"","539","test_active[/api/cache/jobs/active-case0]","tests","2025-12-23","passed","2025-12-23","","test_05_active","",""
"","430","test_user[/api/message/notices-case7]","tests","2025-12-23","passed","2025-12-23","","test_02_user","",""
"","663","test_user[/api/users/i/user_svip-case1]","tests","2025-12-23","passed","2025-12-23","","test_02_user","",""
"","395","test_games[/api/users/i/set_transfer-case6]","tests","2025-12-23","passed","2025-12-23","","test_08_games","",""
"","425","test_share[/api/universal_agent/commission/list-case0]","tests","2025-12-23","passed","2025-12-23","","test_07_share","",""
"","398","test_user[/api/user_helps-case9]","tests","2025-12-23","passed","2025-12-23","","test_02_user","",""
"","430","test_share[/payment/withdrawals-case3]","tests","2025-12-23","passed","2025-12-23","","test_09_payment","",""
"","457","test_user_security[/api/cards/card_create-case5]","tests","2025-12-23","passed","2025-12-23","","test_03_user_security","",""
"","466","test_user_security[/api/users/i/bind_phone-case1]","tests","2025-12-23","passed","2025-12-23","","test_03_user_security","",""
"","432","test_finance_center[/bets/query/-case6]","tests","2025-12-23","failed","2025-12-23","","test_06_finance_center","",""
"","392","test_finance_center[/api/wash_the/list-case4]","tests","2025-12-23","passed","2025-12-23","","test_06_finance_center","",""
"","516","test_active[/api/jobs/my/active-case3]","tests","2025-12-23","passed","2025-12-23","","test_05_active","",""
"","470","test_games[/game/games/transfer/in_all-case9]","tests","2025-12-23","passed","2025-12-23","","test_08_games","",""
"","497","test_user[/api/users/i/real_name-case4]","tests","2025-12-23","passed","2025-12-23","","test_02_user","",""
"","429","test_share[/payment/recharges-case1]","tests","2025-12-23","passed","2025-12-23","","test_09_payment","",""
"","1079","test_user_security[/api/cards-case3]","tests","2025-12-23","passed","2025-12-23","","test_03_user_security","",""
"","452","test_share[/api/universal_agent/share_links-case1]","tests","2025-12-23","passed","2025-12-23","","test_07_share","",""
"","444","test_active[/api/jobs/my/all_daily_job_activity-case1]","tests","2025-12-23","passed","2025-12-23","","test_05_active","",""
"","479","test_share[/api/universal_agent/week_job-case2]","tests","2025-12-23","passed","2025-12-23","","test_07_share","",""
"","463","test_share[/payment/channels/list-case0]","tests","2025-12-23","passed","2025-12-23","","test_09_payment","",""
"","1352","test_games[/game/games/l-case4]","tests","2025-12-23","passed","2025-12-23","","test_08_games","",""
"","437","test_games[/game/games/wallets/query_balance_all-case8]","tests","2025-12-23","passed","2025-12-23","","test_08_games","",""
"","415","test_share[/api/universal_agent/week_job/log-case5]","tests","2025-12-23","passed","2025-12-23","","test_07_share","",""
"","437","test_active[/api/jobs/my/activity-case2]","tests","2025-12-23","passed","2025-12-23","","test_05_active","",""
"","479","test_user[/api/cards/find_card-case2]","tests","2025-12-23","passed","2025-12-23","","test_02_user","",""
"","492","test_user_security[/api/cards/solt_wallet-case6]","tests","2025-12-23","passed","2025-12-23","","test_03_user_security","",""
"","472","test_games[/api/cache/every_time_draw-case0]","tests","2025-12-23","passed","2025-12-23","","test_08_games","",""
"","395","test_finance_center[/api/account_logs-case5]","tests","2025-12-23","passed","2025-12-23","","test_06_finance_center","",""
